"ENSEMBL","GSM2691349","GSM2691350","GSM2691351","GSM2691352","GSM2691353","GSM2691354","GSM2691355","GSM2691356","GSM2691357","GSM2691358","GSM2691359","GSM2691360"
"ENSG00000003393",4.8186144760102,5.3664375071785,4.95881589226106,5.42985724550409,4.95503023066541,4.69710660314713,4.55950598075074,4.85520460602831,4.72214223857566,4.60202477570974,4.57872888775862,4.66664521063113
"ENSG00000003400",0.495781975035613,1.36426114483693,1.39419337468134,1.44008239362966,1.97213560419173,2.21794454355621,1.81102484321012,1.76814538300345,2.43547699669535,3.82832245853545,1.35820779343773,1.52445100384306
"ENSG00000003402",6.33376328604322,6.32448795364503,6.35386000930273,6.24345883123417,7.47680172139988,7.06492156385244,7.34067999138366,7.27759587344512,7.42947744537796,6.56217837319776,6.8332778001701,7.03092398916258
"ENSG00000003436",7.09148045490923,5.47766534772561,5.33430441515311,6.02160353470613,6.55744191116492,6.29427085649463,6.09869785346123,6.64278686401185,7.1246566842739,7.48026106413713,5.95769347235027,6.24507904078037
"ENSG00000003509",3.90632739447572,3.52309725586906,3.75510431259435,3.42076001024314,3.74682979938212,3.48210842089483,3.50452795513695,3.59707085844539,3.60364332560613,4.40735879441633,3.40672320509578,3.20549860607033
"ENSG00000003756",7.23240563170769,6.45966598844753,7.00314187099245,6.38282517060145,7.32396005546437,6.74666641168076,7.83490153901198,7.49960424085077,7.00802671735651,7.66550673348491,6.94342400588987,6.91031815763432
"ENSG00000003987",0.73672424917367,0.997941361521008,1.27399167815911,0.952006944102932,1.17179739734496,1.13753097784969,0.60662277440695,1.24314214546771,1.59396365740423,1.34068651383972,1.15613380316532,1.49649970387683
"ENSG00000003989",2.95724601082881,2.49015174161829,1.89976950317493,2.4085404357427,3.48284720546965,2.96993715289597,2.38785698111637,1.10325834149408,3.55230176542209,5.21477670545897,2.48008538107899,1.21709444729963
"ENSG00000004059",7.01692346597183,6.62604483568615,6.88115327062864,6.64776419277432,6.78346757054708,6.85467440118556,6.87596988973073,7.14061529540488,7.13450886661676,6.65455839186641,7.16676000280759,7.1314695233292
"ENSG00000004139",1.8121982332762,1.20916451554829,1.93982640518398,1.06372540341253,3.33395103059305,2.06444133143627,3.62554927847471,4.33198415977354,3.32644614531132,2.39079152137183,3.40672320509578,4.0308103955367
"ENSG00000004142",5.81269517327562,6.28036112670198,6.12760744310028,6.24345883123417,5.94387208851507,6.0053323599347,5.84818189195382,6.01588339952413,6.05536845418944,5.88282607231622,5.911593128695,5.96687085019936
